sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
AM-OL-H16-UK-OS,uk,Default,simple,England Category,UK,Olight H16 Wave Rechargeable LED Headlamp Max. 500 Lumens Hand Wave Motion Activation Flashlight with Built-in Battery,"<div class=""description-content"">
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>PRODUCT DETAIL</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box"">
<p>The H16 Wave is the completely redesigned motion activation headlamp featuring two parallel LEDs with one built for width and the other for distance providing maximum visibility.</p>
<p>The best part about a headlamp is having full use of both hands while still lighting up what you are looking at. We extended that hands free usability by including a motion sensor in the front of the light allowing a simple hand wave gesture to turn the light on and off. This keeps the headlamp clean from anything the user is working on while also not impacting focus on the task at hand.</p>
<p>The H16 features a maximum output of 500 lumens and a built-in micro-USB rechargeable LiPo battery pack that supports up to 25 hours of runtime.</p>
<p>The battery pack is located on the back of the headband which balances the weight on the front and back for a comfortable feel during long periods of use.</p>
<p>here is a four blue LED indicator on the battery pack to know when it needs to be charged as well as an audible beep at 10% battery.</p>
<p>Using customers feedback, we have produced a headlamp including all of the necessary features that you need to get the job done.</p>
<br />
<p>✔ <strong> Hand wave operation</strong> - This motion sense setting saves users the trouble of reaching for the power switch in the dark, and keeps the headlamp clean from dirty hands.</p>
<p>✔ <strong> Wide area illumination</strong> - Dual LED light head paired with a custom lens delivering great close-range illumination combining both a wide and focused beam.</p>
<p>✔ <strong> Great runtimes</strong> - The H16 features a 2000mAh LiPo battery pack that supports a runtime up to 25 hours of continuous use.</p>
<p>✔ <strong> Smart power level indication</strong> - Four-level blue LED battery indicator and low-power audible beep warning at 10% charge to keep you updated on your power status.</p>
<p>✔ <strong> Beam angle adjustment</strong> - The light head has three adjustable levels from 0~45 degrees.</p>
<p>✔ <strong> Reflective head strap</strong> - reflective stripes on both sides of the head strap to improve visibility and safety for the user.</p>
</div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>PACKAGE CONTENTS</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box""><img src=""{{media url='wysiwyg/H16-WAVE.jpg'}}"" alt="""" /></div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>OLIGHT PROMISE</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box""><img src=""{{media url='wysiwyg/two.jpg'}}"" alt="""" /></div>
</div>
</div>",<p>The H16 Wave is the completely redesigned motion activation headlamp featuring two parallel LEDs with one built for width and the other for distance providing maximum visibility.</p>,4.06,2,Taxable Goods,"Catalog, Search",74.95,,,,olight-h16-wave,,,,/h/1/h16-1.jpg,,/h/1/h16-1.jpg,,/h/1/h16-1.jpg,,/h/1/h16-1.jpg,,"6/18/18, 11:30 PM","11/2/18, 6:15 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"charge_type=Micro-USB,compatible_batteries=Customised Li-Ion Battery,free_buy=No,gift_wrapping_available=No,is_best_seller=No,is_flash_sales=No,is_hot_search=No,is_limit_quantity=No,is_new_product=No,keywords=firefighter flashlights, industrial flashlight, 300 lumen flashlight, high lumens flashlight, high intensity flashlight, waterproof led flashlight,max_performance=500,technical_details=<div class=""product-main-infor-box"">
<table class=""attributes"">
<thead>
<tr>
<td colspan=""2"">GENERAL DATA</td>
</tr>
</thead>
<tbody>
<tr>
<td><b>Beam Distance (ft)</b></td>
<td>328</td>
</tr>
<tr>
<td><b>Beam Distance (m)</b></td>
<td>100</td>
</tr>
<tr>
<td><b>Max. Performance (lumens)</b></td>
<td>500</td>
</tr>
<tr>
<td><b>Charge type</b></td>
<td>Micro-USB</td>
</tr>
<tr>
<td><b>Compatible Batteries</b></td>
<td>Customised Li-Ion Battery</td>
</tr>
<tr>
<td><b>Light Intensity (candela)</b></td>
<td>2500</td>
</tr>
<tr>
<td><b>Light Form</b></td>
<td>Far-range focused beam and close-range wide flood combined</td>
</tr>
<tr>
<td><b>Lens / Reflector Type</b></td>
<td>TIR bead lens (converged and wide beam)</td>
</tr>
<tr>
<td><b>Mode Operation</b></td>
<td>Switch on the bottom of the headlamp</td>
</tr>
<tr>
<td><b>Form/Size Factor</b></td>
<td>Small size (Car key / Zippo Lighter)</td>
</tr>
<tr>
<td><b>Series</b></td>
<td>Series H (Headlamps, Multitasking)</td>
</tr>
<tr>
<td><b>Unique Characteristics</b></td>
<td><strong>Hand wave operation</strong> - This motion sense setting saves users the trouble of reaching for the power switch in the dark, and keeps the headlamp clean from dirty hands. <strong>Wide area illumination</strong> - Dual LED light head paired with a custom lens delivering great close-range illumination combining both a wide and focused beam. <strong>Great runtimes</strong> - The H16 features a 2000mAh LiPo battery pack that supports a runtime up to 25 hours of continuous use. <strong>Smart power level indication</strong> - Four-level blue LED battery indicator and low-power audible beep warning at 10% charge to keep you updated on your power status. <strong>Beam angle adjustment</strong> - The light head has three adjustable levels from 0~45 degrees. <strong>Reflective head strap</strong> - reflective stripes on both sides of the head strap to improve visibility and safety for the user.</td>
</tr>
</tbody>
<thead>
<tr>
<td colspan=""2""><span>LIGHTING LEVELS</span></td>
</tr>
</thead>
<tbody>
<tr>
<td><b>LEVEL 1 (lumens)</b></td>
<td>500</td>
</tr>
<tr>
<td><b>Run-time LEVEL 1</b></td>
<td>500 lumens (~350lm)2h (5m).</td>
</tr>
<tr>
<td><b>LEVEL 2 (lumens)</b></td>
<td>100</td>
</tr>
<tr>
<td><b>Run-time LEVEL 2</b></td>
<td><b>9h30m.</b></td>
</tr>
<tr>
<td><b>LEVEL 3 (lumens)</b></td>
<td>5</td>
</tr>
<tr>
<td><b>Run-time LEVEL 3</b></td>
<td><b>160h.</b></td>
</tr>
<tr>
<td><b>Strobe</b></td>
<td>No</td>
</tr>
<tr>
<td><b>SOS / BEACON</b></td>
<td>No</td>
</tr>
</tbody>
<thead>
<tr>
<td colspan=""2"">TECHNICAL CHARACTERISTICS</td>
</tr>
</thead>
<tbody>
<tr>
<td><b>Waterproof</b></td>
<td>IPX4</td>
</tr>
<tr>
<td><b>Weight (g / oz)</b></td>
<td>115 / 4.06</td>
</tr>
<tr>
<td><b>Length (mm / in)</b></td>
<td>58 / 2.28</td>
</tr>
<tr>
<td><b>Head Diameter (mm / in)</b></td>
<td>24 / 0.94</td>
</tr>
<tr>
<td><b>Body Diameter (mm / in)</b></td>
<td>38 / 1.50</td>
</tr>
<tr>
<td><b>Led</b></td>
<td>2 x Cree XP-G3</td>
</tr>
<tr>
<td><b>Packaging</b></td>
<td>Carton Box</td>
</tr>
<tr>
<td><b>Use</b></td>
<td>fishing, climbing, cave exploration, outdoor activities, house activities</td>
</tr>
<tr>
<td><b>Package Contents</b></td>
<td>
<ul>
<li>Olight H16 flashlight x 1</li>
<li>2000mAh 3.7V Lithium Polymer Battery(built-in) x 1</li>
<li>USB-microUSB rechargeable cable x 1</li>
<li>headband x 1</li>
<li>Replacement Cable Clip x 2</li>
<li>user manual x 1</li>
<ul></ul>
</ul>
</td>
</tr>
</tbody>
</table>
</div>",10,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"AM-OL-HS2-CA-OS,AM-OL-H2R-CW-CA-OS,AM-OL-H2R-NW-CA-OS,AM-OL-H1R CW-CA-OS,AM-OL-H1R NW-CA-OS","1,2,3,4,5",,,,,"/h/1/h16-1.jpg,/h/1/h16-2.jpg,/h/1/h16-3.jpg,/h/1/h16-4.jpg,/h/1/h16-5.jpg,/h/1/h16-6.jpg,/h/1/h16-7.jpg",",,,,,,",,,,,,,,,,,
AM-OL-H1R CW-UK-OS,uk,Default,simple,England Category,UK,Olight H1R Nova CW Rechargeable LED Headlamp 600 Lumens with High Performance LED Plus One 650mAh RCR123A Multi-Functional ,"<div class=""description-content"">
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>PRODUCT DETAIL</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box"">
<p>The H1R Nova is the brighter and rechargeable version of the popular H1 Nova. Using a highly efficient LED and TIR bead lens, the brightness covers a range of 2~600 lumens.</p>
<p>Featuring a magnetic charging port, the light can be charged on the go with the included RCR123A battery and custom magnetic USB cable.</p>
<p>With the included pocket clip and head strap, the rechargeable H1R Nova can be used as a standard pocket light or headlamp making this one of the most practical and useful flashlights in the illumination industry.</p>
</div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>KEY FEATURES</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box"">
<p>Rechargeable through the USB port on the magnetic tailcap.</p>
<p>Powered by a customized 650mAh rechargeable RCR123A battery with a maximum output up to 600 lumens.</p>
<p>Olight USB magnetic charging cable included (compatible with S1R/S2R/S10RIII/S30RIII).</p>
<p>Compact and handy with multiple use options: headlamp, pocket light, clip to a bag, etc.</p>
<p>Utilizes a high performance LED (NW/CW) paired with bead TIR optic lens, giving a perfect close-range illumination experience.</p>
<p>Gradual brightness changes. When turned on/off on medium, high and turbo modes, it will light up or fade gradually to protect eyes from the stimulation caused by sudden brightness changes.</p>
<p>U180 degrees smooth vertical rotation for the light on the silicone mount.</p>
<p>SOS mode available for emergency uses.</p>
</div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>PACKAGE CONTENTS</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box""><img src=""{{media url='wysiwyg/H1R-NOVA.jpg'}}"" alt="""" /></div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>OLIGHT PROMISE</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box""><img src=""{{media url='wysiwyg/five.jpg'}}"" alt="""" /></div>
</div>
</div>","<p>Our flagship rechargeable pocket light, the S1R Baton inspired us to bring that same concept to a headlamp.</p>
<p><a href=""https://www.olightstore.ca/olight-h1r-nova-nw.html"">For Olight H1R Nova NW Click Here</a></p>",1.82,1,Taxable Goods,"Catalog, Search",88.95,71.16,11/5/18,11/10/18,olight-h1r-nova,Olight H1R Nova,Olight H1R Nova,Olight H1R Nova,/h/1/h1r-1_2.jpg,,/h/1/h1r-1_2.jpg,,/h/1/h1r-1_2.jpg,,/h/1/h1r-1_2.jpg,,"6/18/18, 11:30 PM","11/2/18, 7:02 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"charge_type=Magnetic USB charge base,compatible_batteries=Customised RCR123A,free_buy=No,gift_wrapping_available=No,is_best_seller=No,is_flash_sales=No,is_hot_search=No,is_limit_quantity=No,is_new_product=No,keywords=firefighter flashlights, security flashlight, 600 lumen flashlights, pocket flashlight, high intensity flashlight, aluminum flashlight, strobe flashlight,max_performance=600,stockout_info=Out of Stock,technical_details=<div class=""product-main-infor-box"">
<table class=""attributes"">
<thead>
<tr>
<td colspan=""2"">GENERAL DATA</td>
</tr>
</thead>
<tbody>
<tr>
<td><b>Beam Distance (ft)</b></td>
<td>236</td>
</tr>
<tr>
<td><b>Beam Distance (m)</b></td>
<td>72</td>
</tr>
<tr>
<td><b>Max. Performance (lumens)</b></td>
<td>600</td>
</tr>
<tr>
<td><b>Charge type</b></td>
<td>Magnetic USB charge base</td>
</tr>
<tr>
<td><b>Compatible Batteries</b></td>
<td>customised RCR123A</td>
</tr>
<tr>
<td><b>Light Intensity (candela)</b></td>
<td>1280</td>
</tr>
<tr>
<td><b>Light Form</b></td>
<td>Wide/broad hotspot. Perfect for up close illumination.</td>
</tr>
<tr>
<td><b>Lens / Reflector Type</b></td>
<td>TIR bead lens (wide/broad beam)</td>
</tr>
<tr>
<td><b>Mode Operation</b></td>
<td>Front Switch</td>
</tr>
<tr>
<td><b>Form/Size Factor</b></td>
<td>Small size (Car key / Zippo Lighter)</td>
</tr>
<tr>
<td><b>Series</b></td>
<td>Series H (Headlamps, Multitasking)</td>
</tr>
<tr>
<td><b>Unique Characteristics</b></td>
<td>
<ul>
<li>Huge beam spill (TIR with diffuser lens)Smaller than a pinky finger.</li>
<li>Optimal for packstrap/pocket/headlamp</li>
<li>Pocket light and headlamp in one with magnetic charging. Buy one light and get two!</li>
<li>Magnetic tail fix, 90degrees light illumination direction</li>
</ul>
</td>
</tr>
</tbody>
<thead>
<tr>
<td colspan=""2""><span>LIGHTING LEVELS</span></td>
</tr>
</thead>
<tbody>
<tr>
<td><b>LEVEL 1 (lumens)</b></td>
<td>600</td>
</tr>
<tr>
<td><b>Run-time LEVEL 1</b></td>
<td>600 lumens(~180lm);
<ul>
<li><b>1h20m</b> (3m).</li>
</ul>
</td>
</tr>
<tr>
<td><b>LEVEL 2 (lumens)</b></td>
<td>180</td>
</tr>
<tr>
<td><b>Run-time LEVEL 2</b></td>
<td><b>1h40m.</b></td>
</tr>
<tr>
<td><b>LEVEL 3 (lumens)</b></td>
<td>60</td>
</tr>
<tr>
<td><b>Run-time LEVEL 3</b></td>
<td><b>5h</b></td>
</tr>
<tr>
<td><b>LEVEL 4 (lumens)</b></td>
<td>15</td>
</tr>
<tr>
<td><b>Run-time LEVEL 4</b></td>
<td><b>20h</b></td>
</tr>
<tr>
<td><b>LEVEL 5 (lumens)</b></td>
<td>2</td>
</tr>
<tr>
<td><b>Run-time LEVEL 5</b></td>
<td><b>6days</b></td>
</tr>
<tr>
<td><b>Strobe</b></td>
<td>No</td>
</tr>
<tr>
<td><b>SOS / BEACON</b></td>
<td>Yes</td>
</tr>
</tbody>
<thead>
<tr>
<td colspan=""2"">TECHNICAL CHARACTERISTICS</td>
</tr>
</thead>
<tbody>
<tr>
<td><b>Waterproof</b></td>
<td>IPX8</td>
</tr>
<tr>
<td><b>Weight (g / oz)</b></td>
<td>51.5 / 1.82</td>
</tr>
<tr>
<td><b>Length (mm / in)</b></td>
<td>61.5 / 2.42</td>
</tr>
<tr>
<td><b>Head Diameter (mm / in)</b></td>
<td>21 / 0.82</td>
</tr>
<tr>
<td><b>Body Diameter (mm / in)</b></td>
<td>19.5 / 0.76</td>
</tr>
<tr>
<td><b>Led</b></td>
<td>High performance LED</td>
</tr>
<tr>
<td><b>Packaging</b></td>
<td>Custom plastic enclosure.</td>
</tr>
<tr>
<td><b>Use</b></td>
<td>Everyday carry, car, camping, fishing, household, EDC, general use, fishing, climbing, cave exploration, outdoor activities, house activities</td>
</tr>
<tr>
<td><b>Package Contents</b></td>
<td>
<ul>
<li>Flashlight Olight H1R x 1</li>
<li>Pocket clip x 1</li>
<li>Head strap x 1</li>
<li>Silicone mount x 1</li>
<li>Olight RCR123A 650mAh x 1</li>
<li>Pouch x 1</li>
<li>Instruction manual x 1</li>
</ul>
</td>
</tr>
</tbody>
</table>
</div>",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"AM-OL-H16-CA-OS,AM-OL-HS2-CA-OS,AM-OL-H2R-CW-CA-OS,AM-OL-H2R-NW-CA-OS","1,2,3,4",,,,,"/h/1/h1r-1_2.jpg,/h/1/h1r-2_2.jpg,/h/1/h1r-3_2.jpg,/h/1/h1r-4_2.jpg,/h/1/h1r-5_2.jpg,/h/1/h1r-6_2.jpg,/h/1/h1r-7_2.jpg,/h/1/h1r-8_2.jpg,/h/1/h1rcb.jpg",",,,,,,,,",,,,,,,,,,,
AM-OL-H2R-CW-UK-OS,uk,Default,simple,England Category,UK,Olight H2R Nova CW 2300 Lumens Rechargeable LED Headlamp Versatile LED Illumination Tool Multi-Function 18650 Flashlight,"<div class=""description-content"">
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>PRODUCT DETAIL</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box"">
<p>The H2R Nova (CW/NW LED) is an LED illumination tool powered by a single 18650 battery with a maximum output of 2300 lumens. Using a highly efficient CREE XHP50 LED and TIR bead lens, the H2R delivers a balanced beam perfect for close range illumination.</p>
<p>This light is a multi-use illumination tool that can be used as a headlamp with the included head strap that features a magnetic mount that wraps around the light for a secure and firm hold. When detached from the mount it can also turn into a hand held light using the provided pocket clip.</p>
<p>The H2R battery can be charged directly through the tail cap of the light using OLIGHT's signature magnetic charging cable. The high output and versatility of the H2R Nova make it a powerful and vital tool for activities in the dark.</p>
</div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>KEY FEATURES</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box"">
<p>Maximum output of 2,300 lumens (2000 Lumens for Neutral Whitle) making the H2R the brightest single 18650 battery light.</p>
<p>Multiple use options including an easily detachable head strap mount turning it into a hand held light.</p>
<p>Rechargeable through OLIGHT's signature magnetic charging system.</p>
<p>Low battery warning. The light will blink once per minute when the battery is running low, and continuously blink twice when it is running out.</p>
<p>Slightly angled surface for the switch to locate it easily in the dark and promote more natural operation.</p>
<p>Gradual brightness changes. When turned on/off on medium, high, and turbo modes, it will light up or fade gradually to protect eyes from the stimulation caused by sudden brightness changes.</p>
<p>SOS mode available for emergency use.</p>
</div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>PACKAGE CONTENTS</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box""><img src=""{{media url='wysiwyg/H2R-NOVA.jpg'}}"" alt="""" /></div>
</div>
<div class=""h1"">
<div class=""product-main-infor-box"">
<h1>OLIGHT PROMISE</h1>
</div>
</div>
<div class=""desc-box"">
<div class=""product-main-infor-box""><img src=""{{media url='wysiwyg/five.jpg'}}"" alt="""" /></div>
</div>
</div>","<p>Maximum output of 2,300 lumens making the H2R the brightest single 18650 battery headlamp/flashlight.</p>
<p><a href=""https://www.olightstore.ca/olight-h2r-nova-nw.html"">For Olight H2R Nova NW Click Here</a></p>",2.26,1,Taxable Goods,"Catalog, Search",119.95,77.97,11/7/18,11/8/18,olight-h2r-nova,Olight H2R Nova,Olight H2R Nova,Olight H2R Nova,/h/2/h2r-1_1.jpg,,/h/2/h2r-1_1.jpg,,/h/2/h2r-1_1.jpg,,/h/2/h2r-1_1.jpg,,"6/18/18, 11:30 PM","11/2/18, 4:48 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,"charge_type=Magnetic USB charge base,compatible_batteries=Customised 18650,free_buy=No,gift_wrapping_available=No,is_best_seller=Yes,is_flash_sales=No,is_hot_search=Yes,is_limit_quantity=No,is_new_product=No,keywords=firefighter flashlights, bicycling flashlight, security flashlight, 2000 lumen flashlights, pocket flashlight, high intensity flashlight, waterproof flashlight, strobe flashlight,max_performance=2300,stockout_info=Out of Stock,technical_details=<div class=""product-main-infor-box"">
<table class=""attributes"">
<thead>
<tr>
<td colspan=""2"">GENERAL DATA</td>
</tr>
</thead>
<tbody>
<tr>
<td><b>Beam Distance (ft)</b></td>
<td>501</td>
</tr>
<tr>
<td><b>Beam Distance (m)</b></td>
<td>153</td>
</tr>
<tr>
<td><b>Max. Performance (lumens)</b></td>
<td>2300</td>
</tr>
<tr>
<td><b>Charge type</b></td>
<td>Magnetic USB charge base</td>
</tr>
<tr>
<td><b>Compatible Batteries</b></td>
<td>Customised 18650</td>
</tr>
<tr>
<td><b>Light Intensity (candela)</b></td>
<td>5850</td>
</tr>
<tr>
<td><b>Light Form</b></td>
<td>Wide/broad hotspot. Perfect for up close illumination.</td>
</tr>
<tr>
<td><b>Lens / Reflector Type</b></td>
<td>TIR bead lens (wide/broad beam)</td>
</tr>
<tr>
<td><b>Mode Operation</b></td>
<td>Front Switch</td>
</tr>
<tr>
<td><b>Form/Size Factor</b></td>
<td>Medium size (Permanent Marker)</td>
</tr>
<tr>
<td><b>Series</b></td>
<td>Series H (Headlamps, Multitasking)</td>
</tr>
<tr>
<td><b>Unique Characteristics</b></td>
<td>
<ul>
<li>Huge beam spill (TIR with diffuser lens)Smaller than a pinky finger.</li>
<li>Optimal for packstrap/pocket/headlamp</li>
<li>Pocket light and headlamp in one with magnetic charging. Buy one light and get two!</li>
<li>Magnetic tail fix, 90degrees light illumination direction</li>
</ul>
</td>
</tr>
</tbody>
<thead>
<tr>
<td colspan=""2""><span>LIGHTING LEVELS</span></td>
</tr>
</thead>
<tbody>
<tr>
<td><b>LEVEL 1 (lumens)</b></td>
<td>2300</td>
</tr>
<tr>
<td><b>Run-time LEVEL 1</b></td>
<td>2300 lumens(~750lm) - Cool White<strong> 1+11</strong><b>0m</b></td>
</tr>
<tr>
<td><b>LEVEL 2 (lumens)</b></td>
<td>600</td>
</tr>
<tr>
<td><b>Run-time LEVEL 2</b></td>
<td><b>2h30m</b></td>
</tr>
<tr>
<td><b>LEVEL 3 (lumens)</b></td>
<td>150</td>
</tr>
<tr>
<td><b>Run-time LEVEL 3</b></td>
<td><b>10h</b></td>
</tr>
<tr>
<td><b>LEVEL 4 (lumens)</b></td>
<td>30</td>
</tr>
<tr>
<td><b>Run-time LEVEL 4</b></td>
<td><b>50h</b></td>
</tr>
<tr>
<td><b>LEVEL 5 (lumens)</b></td>
<td>1</td>
</tr>
<tr>
<td><b>Run-time LEVEL 5</b></td>
<td><b>45 days</b></td>
</tr>
<tr>
<td><b>Strobe</b></td>
<td>No</td>
</tr>
<tr>
<td><b>SOS / BEACON</b></td>
<td>Yes</td>
</tr>
</tbody>
<thead>
<tr>
<td colspan=""2"">TECHNICAL CHARACTERISTICS</td>
</tr>
</thead>
<tbody>
<tr>
<td><b>Waterproof</b></td>
<td>IPX8</td>
</tr>
<tr>
<td><b>Weight (g / oz)</b></td>
<td>64 / 2.26</td>
</tr>
<tr>
<td><b>Length (mm / in)</b></td>
<td>110 / 4.33</td>
</tr>
<tr>
<td><b>Head Diameter (mm / in)</b></td>
<td>25 / 0.95</td>
</tr>
<tr>
<td><b>Body Diameter (mm / in)</b></td>
<td>23.2 / 0.91</td>
</tr>
<tr>
<td><b>Led</b></td>
<td>High performance LED</td>
</tr>
<tr>
<td><b>Packaging</b></td>
<td>Custom plastic enclosure.</td>
</tr>
<tr>
<td><b>Use</b></td>
<td>Everyday carry, car, camping, fishing, household, EDC, general use, fishing, climbing, cave exploration, outdoor activities, house activities</td>
</tr>
<tr>
<td><b>Package Contents</b></td>
<td>
<ul>
<li>Flashlight Olight H2R x 1</li>
<li>Pocket clip x 1</li>
<li>Head strap x 1</li>
<li>Silicone mount x 1</li>
<li>Customised Olight 18650 3000mAh x 1</li>
<li>Magnetic Charging Cable x 1</li>
<li>EVA Pad (replacement of the magnet)</li>
<li>Single-sided Adhesive Replacement EVA Pad</li>
<li>Instruction manual x 1</li>
</ul>
</td>
</tr>
</tbody>
</table>
</div>",70,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,1,1,"AM-OL-H16-CA-OS,AM-OL-HS2-CA-OS,AM-OL-H1R CW-CA-OS,AM-OL-H1R NW-CA-OS","1,2,3,4",,,AM-OL-MCC Charger-CA-OS,3,"/h/2/h2r-1_1.jpg,/h/2/h2r-2_1.jpg,/h/2/h2r-3_1.jpg,/h/2/h2r-4_1.jpg,/h/2/h2r-5_1.jpg,/h/2/h2r-6_1.jpg,/h/2/h2r-7_1.jpg,/h/2/h2r-8_1.jpg",",,,,,,,",,,,,,,,,,,
