5008,1755077415,0,admin_login,"2018-09-03 02:32:41",login,"{""general"":null}",success,helis,5,adminhtml_index_index,,104.156.91.39
5009,1755077415,46,adminhtml_system_config,"2018-09-03 02:32:58",view,"{""general"":""socialshare""}",success,helis,5,adminhtml_system_config_index,,104.156.91.39
5010,1755077415,46,adminhtml_system_config,"2018-09-03 02:34:44",view,"{""general"":""system""}",success,helis,5,adminhtml_system_config_edit,,104.156.91.39
5011,1755077415,46,adminhtml_system_config,"2018-09-03 02:35:34",save,"{""general"":""system""}",success,helis,5,adminhtml_system_config_save,,104.156.91.39
5012,1755077415,46,adminhtml_system_config,"2018-09-03 02:35:43",view,"{""general"":""mailchimp""}",success,helis,5,adminhtml_system_config_edit,,104.156.91.39
5013,1755077415,46,sales_orders,"2018-09-03 02:42:27",view,"{""general"":""220"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""220"":{""increment_id"":""18083100007""}}}}",success,helis,5,sales_order_view,,104.156.91.39
5014,1755077415,46,sales_orders,"2018-09-03 02:42:59",view,"{""general"":""202"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""202"":{""increment_id"":""18082600004""}}}}",success,helis,5,sales_order_view,,104.156.91.39
5015,1755077401,46,adminhtml_system_config,"2018-09-03 02:54:56",view,"{""general"":""socialshare""}",success,helis,5,adminhtml_system_config_index,,104.156.91.25
5016,1755077401,46,adminhtml_system_config,"2018-09-03 02:55:01",view,"{""general"":""mailchimp""}",success,helis,5,adminhtml_system_config_edit,,104.156.91.25
5017,737757232,0,admin_login,"2018-09-03 03:09:14",login,"{""general"":null}",success,Toby,11,adminhtml_index_index,,43.249.72.48
5018,737757235,114,sales_orders,"2018-09-03 03:11:12",view,"{""general"":""216"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""216"":{""increment_id"":""18083100002""}}}}",success,Toby,11,sales_order_view,,43.249.72.51
5019,737757228,114,sales_orders,"2018-09-03 03:11:27",view,"{""general"":""216"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""216"":{""increment_id"":""18083100002""}}}}",success,Toby,11,sales_order_view,,43.249.72.44
5020,2637454108,114,sales_orders,"2018-09-03 03:17:51",view,"{""general"":""196"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""196"":{""increment_id"":""18082400011""}}}}",success,Toby,11,sales_order_view,,157.52.91.28
5021,2637454107,114,sales_orders,"2018-09-03 03:20:44",view,"{""general"":""196"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""196"":{""increment_id"":""18082400011""}}}}",success,Toby,11,sales_order_view,,157.52.91.27
5022,2637454113,114,sales_invoices,"2018-09-03 03:21:11",save,"{""general"":""128"",""additional"":{""Magento\\Sales\\Model\\Order\\Invoice"":{""128"":{""increment_id"":""18090200001""}}}}",success,Toby,11,sales_order_invoice_save,,157.52.91.33
5023,737757222,114,sales_orders,"2018-09-03 03:24:13",view,"{""general"":""196"",""additional"":{""Magento\\Sales\\Model\\Order\\Interceptor"":{""196"":{""increment_id"":""18082400011""}}}}",success,Toby,11,sales_order_view,,43.249.72.38
5024,737757225,114,adminhtml_system_config,"2018-09-03 03:34:57",view,"{""general"":""socialshare""}",success,helis,5,adminhtml_system_config_index,,43.249.72.41
5025,737757225,114,adminhtml_system_config,"2018-09-03 03:36:00",view,"{""general"":""transactional_emails""}",success,helis,5,adminhtml_system_config_edit,,43.249.72.41
5026,737757225,114,adminhtml_system_config,"2018-09-03 03:36:28",view,"{""general"":""connector_dynamic_content""}",success,helis,5,adminhtml_system_config_edit,,43.249.72.41
5027,737757225,114,adminhtml_system_config,"2018-09-03 03:36:35",view,"{""general"":""connector_configuration""}",success,helis,5,adminhtml_system_config_edit,,43.249.72.41
5028,737757225,114,adminhtml_system_config,"2018-09-03 03:37:26",view,"{""general"":""mailchimp""}",success,helis,5,adminhtml_system_config_edit,,43.249.72.41
5029,1755077415,0,admin_login,"2018-09-03 03:54:07",login,"{""general"":null}",success,ganfanghua,17,adminhtml_index_index,,104.156.91.39
5030,1755077415,46,adminhtml_system_config,"2018-09-03 03:54:19",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.39
5031,2637454118,114,adminhtml_system_config,"2018-09-03 05:11:37",view,"{""general"":""socialshare""}",success,helis,5,adminhtml_system_config_index,,157.52.91.38
5032,2637454118,114,adminhtml_system_config,"2018-09-03 05:11:43",view,"{""general"":""mailchimp""}",success,helis,5,adminhtml_system_config_edit,,157.52.91.38
5033,1755077411,46,adminhtml_system_config,"2018-09-03 05:29:35",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.35
5034,2637454111,114,adminhtml_system_config,"2018-09-03 06:02:06",view,"{""general"":""connector_data_mapping""}",success,helis,5,adminhtml_system_config_edit,,157.52.91.31
5035,2637454111,114,adminhtml_system_config,"2018-09-03 06:02:45",view,"{""general"":""webapi""}",success,helis,5,adminhtml_system_config_edit,,157.52.91.31
5036,1755077404,46,adminhtml_system_config,"2018-09-03 06:32:38",view,"{""general"":""socialshare""}",success,ganfanghua,17,adminhtml_system_config_index,,104.156.91.28
5037,1755077404,46,adminhtml_system_config,"2018-09-03 06:34:14",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.28
5038,1755077404,46,adminhtml_system_config,"2018-09-03 06:36:44",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.28
5039,1755077404,46,adminhtml_system_config,"2018-09-03 06:40:36",save,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_save,,104.156.91.28
5040,1755077404,46,adminhtml_system_config,"2018-09-03 06:43:10",save,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_save,,104.156.91.28
5041,1755077404,46,adminhtml_system_config,"2018-09-03 06:51:14",save,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_save,,104.156.91.28
5042,1755077402,46,adminhtml_system_config,"2018-09-03 07:05:57",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.26
5043,1755077402,46,adminhtml_system_config,"2018-09-03 07:08:05",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.26
5044,1755077409,46,adminhtml_system_config,"2018-09-03 08:09:23",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5045,1755077409,46,adminhtml_system_config,"2018-09-03 08:10:11",save,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_save,,104.156.91.33
5046,1755077409,46,adminhtml_system_config,"2018-09-03 08:15:22",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5047,1755077409,46,adminhtml_system_config,"2018-09-03 08:16:53",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5048,1755077409,46,adminhtml_system_config,"2018-09-03 08:17:57",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5049,1755077409,46,adminhtml_system_config,"2018-09-03 08:18:25",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5050,1755077409,46,adminhtml_system_config,"2018-09-03 08:20:13",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5051,1755077409,46,adminhtml_system_config,"2018-09-03 08:21:51",save,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_save,,104.156.91.33
5052,1755077409,46,adminhtml_system_config,"2018-09-03 08:25:59",save,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_save,,104.156.91.33
5053,1755077409,46,cache_management,"2018-09-03 08:27:38",flush,"{""general"":null}",success,ganfanghua,17,adminhtml_cache_flushSystem,,104.156.91.33
5054,1755077409,46,adminhtml_system_config,"2018-09-03 08:28:15",view,"{""general"":""mailchimp""}",success,ganfanghua,17,adminhtml_system_config_edit,,104.156.91.33
5055,737757212,0,admin_login,"2018-09-03 08:45:22",login,"{""general"":null}",success,dev_jzy,3,adminhtml_index_index,,43.249.72.28
5056,737757217,126,adminhtml_system_config,"2018-09-03 08:46:49",view,"{""general"":""socialshare""}",success,dev_jzy,3,adminhtml_system_config_index,,43.249.72.33
5057,737757217,126,adminhtml_system_config,"2018-09-03 08:47:17",view,"{""general"":""sociallogin""}",success,dev_jzy,3,adminhtml_system_config_edit,,43.249.72.33
5058,2637454126,126,adminhtml_system_config,"2018-09-03 08:49:30",view,"{""general"":""sociallogin""}",success,dev_jzy,3,adminhtml_system_config_edit,,157.52.91.46
5059,2637454116,126,adminhtml_system_config,"2018-09-03 08:50:43",view,"{""general"":""sociallogin""}",success,dev_jzy,3,adminhtml_system_config_edit,,157.52.91.36
